phi,mu[1],mu[2],mu[3],mu[4],mu[5],mu[6],mu[7],mu[8],mu[9],mu[10],mu[11],mu[12],mu[13],mu[14],mu[15],mu[16],mu[17],mu[18],mu[19],mu[20]
0.896065252,0.083617615,4.24E-18,0.010160933,0.687483497,7.95E-15,1.03E-16,7.75E-05,0.086727977,1.88E-06,0.777275728,0.003239572,0.000116339,5.518341264,0.103598005,0.000330617,4.408545474,2.32E-10,2.235944396,2.387469897,0.046968982
0.908909348,0.058526239,5.52E-15,0.001866457,0.659272412,3.34E-08,9.13E-18,7.56E-06,0.018353982,4.41E-05,0.951961331,0.005386954,1.38E-08,5.945720981,0.106965026,0.000293406,5.272200912,1.89E-17,2.343573343,3.029875283,0.024208609
1.073416923,0.09867554,2.06E-22,4.31E-05,0.697058832,0.003552591,0.001770263,0.026822213,0.23928413,7.17E-05,0.840267183,0.005922566,0.012935379,6.048370926,0.108542489,3.37E-08,4.335194476,0.02480966,2.022899748,2.32151136,0.014065564
0.924480849,0.089381817,2.44E-34,0.001561393,0.497488627,0.00025997,0.018468375,1.56E-06,0.038716815,0.000339086,1.011435905,0.00148846,9.34E-22,6.267137143,0.100950956,2.36E-06,2.901975307,1.03E-22,1.524065094,2.747909035,0.106917687
0.833426414,0.111549689,2.32E-25,0.000630249,0.685573135,0.052807185,0.00589075,0.003479755,0.000210081,0.003902762,0.807120034,0.000399398,2.00E-17,5.728055068,0.074859077,5.07E-09,3.480253578,3.22E-12,2.315755366,3.255031769,0.045173016
0.861854883,0.099349191,0.000387967,0.005316837,0.549993787,0.005765742,0.039044969,0.002358288,0.005731854,3.29E-05,0.755178578,2.72E-12,1.95E-28,5.613405579,0.084461136,0.000155225,3.262286711,1.30E-16,1.609006708,2.38786468,0.078413906
0.924727968,0.095228239,4.33E-09,0.000910719,0.425052243,1.13E-09,0.002161048,0.002247044,0.001178496,9.24E-05,0.696155134,5.91E-09,3.61E-25,5.976201363,0.076030808,8.67E-10,4.598105067,0.012359429,4.201255183,2.646801758,0.036249171
1.041933578,0.114044001,0.000545633,3.49E-05,0.48818117,8.40E-06,0.003392148,0.002842653,0.005213044,7.28E-09,1.156094024,1.19E-09,9.94E-33,7.177642671,0.092534714,0.000175894,3.9279518,8.46E-05,1.673006852,2.722677221,0.046747568
0.807161624,0.077811085,8.87E-22,0.00027835,0.688586325,6.19E-19,0.000402626,0.003031525,0.00070904,2.32E-06,1.190985319,2.46E-05,4.65E-30,4.280599357,0.091717448,3.90E-06,3.40856685,7.42E-05,2.048447502,2.350694008,0.017393525
1.065561843,0.107263874,7.18E-30,0.00263301,0.619412085,1.45E-17,1.82E-05,0.003199948,0.000322106,8.15E-11,0.80618871,1.24E-06,1.54E-36,8.536234456,0.119954605,3.36E-09,3.483672079,0.028788226,1.20904924,3.340031268,0.137394621
0.855051629,0.074266627,3.31E-14,0.000320308,0.677929483,6.26E-28,1.58E-22,0.002691549,0.001028764,2.80E-06,1.273895268,0.002922118,1.53E-33,4.630927472,0.092626594,9.24E-11,3.648441876,0.004917059,2.987055894,2.257041527,0.030973462
0.991841083,0.079599259,1.27E-10,0.008870981,0.640191021,9.66E-31,0.012178377,4.46E-05,0.000126978,0.011514713,1.692215197,0.035544733,2.14E-16,7.609421271,0.114696502,1.70E-06,5.070795385,0.036127238,2.598898488,3.165058701,0.069331825
0.880629659,0.084501887,0.000585514,0.001224424,0.803824423,1.30E-25,0.00113946,0.003913995,0.019578703,6.85E-07,0.908533312,0.008971691,6.82E-09,5.929096104,0.09422773,4.62E-07,2.755278122,8.54E-15,1.413059134,2.834371239,0.029363054
1.013735317,0.095752947,0.00014967,6.63E-05,0.499566738,1.91E-25,0.000622404,0.004725255,0.529325645,0.014314742,1.015766655,0.013716616,0.000214801,5.022926566,0.114534162,1.75E-06,4.593016497,5.57E-30,2.318455141,2.742090297,0.090389751
1.071495356,0.092720137,2.38E-05,6.26E-05,0.529245289,8.12E-25,0.001629996,0.000102384,0.001993636,0.017785016,0.970342205,5.89E-06,0.000501187,5.59720271,0.109403725,0.636625977,4.287430698,1.66E-26,1.871329834,2.850653323,0.046790909
1.140003706,0.108332992,8.85E-06,0.000271905,0.632890892,8.43E-33,0.000165558,0.006862649,6.11E-05,0.000884312,0.887207293,2.16E-08,3.76E-07,5.853940511,0.09887141,2.56E-11,3.74135112,6.58E-30,1.675239715,3.324800121,0.244971824
0.860870196,0.067279787,1.93E-10,3.12E-05,0.601343502,1.85E-30,2.75E-06,1.52E-07,4.41E-05,2.67E-05,1.07580413,9.17E-08,1.96E-21,5.270814243,0.119998215,7.82E-25,3.351805595,0.298174737,1.865523769,2.1987942,0.010179428
0.900372042,0.116001017,0.003362024,0.003826629,0.651276723,0.232508969,5.54E-15,4.54E-06,8.89E-06,0.001014435,1.319241572,2.83E-07,5.17E-16,5.808059492,0.097743651,4.07E-09,4.178606607,1.01E-05,1.375913631,3.314625288,0.063530219
0.939649593,0.066511316,0.001675153,0.001705278,0.573983019,1.43E-14,1.91E-07,0.027334805,1.523078464,0.008741265,0.773785901,2.57E-11,1.88E-11,5.544374167,0.120312307,4.06E-16,3.128434047,3.03E-06,2.124101967,2.812449893,0.085858973
0.967543215,0.122067726,0.000370848,0.004380658,0.709226367,0.330898321,4.03E-07,6.67E-08,2.97E-05,1.36E-08,1.250128119,3.50E-11,3.01E-09,6.16191713,0.093477728,2.67E-13,4.529158561,3.85E-07,1.65344119,2.522463286,0.047424712
0.967543215,0.122067726,0.000370848,0.004380658,0.709226367,0.330898321,4.03E-07,6.67E-08,2.97E-05,1.36E-08,1.250128119,3.50E-11,3.01E-09,6.16191713,0.093477728,2.67E-13,4.529158561,3.85E-07,1.65344119,2.522463286,0.047424712
0.982522654,0.094936562,0.00010276,0.004717179,0.701903869,1.09E-21,1.74E-07,9.02E-07,1.023581083,2.62E-06,1.177139801,0.10521523,2.85E-08,7.302106513,0.105470266,7.80E-12,3.497473247,5.20E-20,1.881800034,2.719606617,0.036593423
1.030501773,0.088700437,0.006411592,0.006586164,0.508341344,0.000120606,5.17E-38,0.002956721,0.004107895,0.05953805,0.908731292,2.09E-05,8.85E-10,5.581205921,0.10430258,0.01468897,3.610493464,9.42E-25,1.90962383,2.733887077,0.100100278
0.917051843,0.098192943,0.000577826,0.006977253,0.709714542,1.55E-05,4.82E-32,0.000174945,0.926494437,3.26E-06,1.092822248,0.00171479,1.51E-08,6.564999459,0.095660137,0.019967898,3.557548114,1.49E-07,1.949662452,2.832796975,0.042696426
0.936047135,0.101314937,7.22E-06,0.000453734,0.548625771,0.078317268,9.43E-16,0.01199146,2.64E-06,3.15E-05,0.939869454,1.72E-05,5.55E-05,5.907455128,0.105098771,9.18E-06,4.191378808,2.47E-05,1.580397326,3.748052234,0.104178088
0.961946378,0.11583559,3.72E-15,0.000155298,0.590364408,0.001250556,0.001579754,2.68E-06,0.000985242,0.023002943,1.645925781,1.78E-05,3.18E-14,4.76377314,0.119655126,8.40E-08,3.288753226,6.40E-05,1.956420675,2.993796148,0.037891909
1.040778019,0.073205413,1.05E-14,1.26E-06,0.663777052,0.085843124,8.99E-24,0.003310818,0.864131489,0.000551225,0.545385953,5.97E-06,6.61E-33,7.010188523,0.081443758,7.78E-06,3.628443882,0.047216481,1.442038743,2.95577171,0.006123727
1.118187845,0.056942468,1.02E-05,4.98E-05,0.596163668,4.25E-12,1.62E-19,0.005367889,0.000241298,0.001797381,0.541121201,2.33E-05,7.12E-39,6.202000736,0.06863518,3.40E-05,3.649441054,3.07E-28,2.150512929,2.295545144,0.037265197
1.200836647,0.093605344,2.60E-11,2.13E-06,0.712800766,8.37E-06,6.38E-24,1.30E-07,0.332403764,0.006937689,1.016106597,0.001277104,5.91E-30,6.309595308,0.092100279,0.017348199,3.192992096,0.013824164,1.586772961,2.953270707,0.049252486
0.997026178,0.056715535,5.99E-11,8.02E-08,0.665092965,2.83E-18,7.37E-14,3.15E-07,0.001333433,0.002729945,1.219307925,0.04363884,1.17E-22,5.995984956,0.100769124,4.99E-07,2.937353199,0.008556896,1.358951192,3.753378525,0.028705129
0.948017704,0.105758348,0.000103211,4.90E-07,0.576437027,2.33E-06,3.73E-16,7.58E-06,0.466178531,0.010929932,0.763030857,0.026042462,6.41E-07,5.735055078,0.086837753,0.000190842,4.572537396,0.065980677,2.096516841,3.236684522,0.11409157
0.894787189,0.089111734,0.009129433,0.000688327,0.534039417,5.22E-11,7.83E-19,5.96E-06,0.004632005,0.002312371,0.722074157,1.01E-07,0.00045837,6.143680098,0.090871002,0.001413916,4.860819839,3.75E-11,2.318448543,3.128322864,0.117752804
0.867877352,0.089386218,1.79E-08,0.000273975,0.54861935,0.082988877,7.64E-15,4.00E-06,0.224473165,0.001233876,1.092950099,3.71E-08,1.41E-06,7.881593971,0.099072133,1.09E-22,3.467257802,2.27E-27,3.036023265,2.567813595,0.012686148
1.076108737,0.092558804,1.56E-11,0.004654101,0.642533167,1.76E-13,5.84E-10,0.002992009,0.446506186,4.79E-07,0.880636005,3.71E-06,1.19E-06,4.608762029,0.102226401,1.54E-34,3.613988572,1.19E-29,1.154552561,2.906057731,0.136980383
0.947226338,0.083325587,0.036387384,3.94E-06,0.780026703,2.67E-16,2.21E-10,0.001164358,0.00746049,0.001171159,1.10550781,3.15E-22,0.000218369,6.135582337,0.113890652,1.33E-31,4.494254013,2.76E-19,1.849696056,2.709290716,0.044453182
0.859183132,0.072530233,3.09E-12,1.14E-05,0.811225107,5.24E-15,4.76E-10,0.002115636,0.012734879,0.003913783,1.204464986,2.04E-28,0.002216541,6.331725863,0.098461692,8.39E-27,3.793667263,9.39E-12,1.654657183,2.569373848,0.034210618
0.786390839,0.075213192,2.71E-07,0.000688059,0.759207645,4.06E-25,8.78E-05,0.009898886,0.023292772,0.00111718,1.121521619,6.86E-36,1.29E-06,6.800437816,0.104604825,1.53E-37,4.240269743,4.63E-23,1.515954154,2.664256494,0.010494534
1.159254491,0.10465682,1.59E-06,0.00015969,0.474853322,4.06E-18,1.82E-07,3.68E-05,0.020022967,0.004156519,1.028643379,4.63E-17,2.27E-06,6.816458863,0.109507726,4.26E-67,3.217384349,1.98E-13,2.001828183,4.080347731,0.21184598
1.042372809,0.157944448,0.000618383,0.00010438,0.602070447,4.54E-06,7.89E-09,0.001727387,0.002942327,0.000509322,0.823095434,4.54E-26,4.73E-16,6.858612364,0.101333859,6.14E-71,4.245206643,1.15E-11,0.913078586,3.109801079,0.030697116
0.8529296,0.078606195,3.28E-10,0.006020117,0.704265108,1.25E-18,7.51E-26,0.005021156,0.46090797,0.008255081,0.909046822,3.01E-21,0.039847661,6.600667321,0.086544832,2.64E-57,3.216757991,1.18E-08,1.80468654,2.600840519,0.090026761
0.835295987,0.092902268,8.02E-05,0.000179499,0.667995365,1.66E-06,2.23E-26,0.004329928,0.002125245,0.006572629,0.858526649,6.54E-06,3.00E-10,6.793175711,0.085819229,1.34E-51,3.625630085,1.15E-06,2.233616033,2.216693145,0.130750467
1.155108373,0.090119976,1.15E-07,0.000214871,0.569258056,9.98E-06,4.11E-12,0.004521952,0.009621101,0.000687553,1.098747511,1.71E-05,5.26E-08,5.223413778,0.11690384,0.002116196,3.718401885,3.18E-07,1.593997124,3.42625899,0.04375321
0.816797206,0.1081623,1.14E-08,0.012417983,0.866781554,8.62E-11,0.04874598,5.35E-05,8.01E-05,0.000294245,1.124225796,0.00017698,1.05E-11,5.636443246,0.105709687,0.000580865,3.349254506,1.65E-17,3.344838286,2.285769411,0.098746039
0.865906496,0.074239653,0.018696551,1.08E-07,0.532467154,9.54E-31,0.011027948,0.001325793,0.00167536,0.019440774,1.124236708,2.10E-07,0.020555875,5.982918292,0.084335847,0.000766285,3.297412205,1.02E-31,1.613302356,2.457728711,0.041706667
0.889283989,0.089551239,1.65E-10,3.33E-05,0.631216314,0.185055954,0.005239885,0.00014791,0.002563532,5.46E-06,0.933813087,1.07E-06,5.35E-11,5.399246807,0.086983535,0.001173165,2.878930976,3.07E-10,2.57292335,3.149298895,0.178646169
0.940191999,0.089018888,1.36E-07,0.000548867,0.612720163,2.49E-18,0.004272602,0.006473164,1.63E-05,0.00159559,0.901693886,1.77E-05,5.08E-12,6.13923202,0.138532923,2.24E-19,3.913533764,2.16E-09,2.152118358,3.053686876,0.013099305
0.970128722,0.090107644,0.019423441,0.000305511,0.585716695,1.66E-11,0.001059994,0.000520926,0.282222344,0.00213383,0.797179451,6.83E-20,3.23E-09,6.133546926,0.091942148,4.41E-08,3.904202179,0.132689508,1.308067139,2.87139736,0.194255356
1.068209407,0.08898471,4.65E-08,0.000432569,0.601065932,1.71E-14,0.001530917,0.033500294,0.000390461,0.002015947,0.847260868,4.59E-15,0.001344517,6.552801655,0.084970712,1.30E-11,3.600176861,2.40E-11,1.463774154,3.034353443,0.154186422
1.119001536,0.091198091,2.92E-12,0.000357232,0.640222588,3.94E-05,4.05E-09,0.000114175,0.002334533,0.000637516,0.797797899,2.68E-14,7.55E-05,6.298840707,0.085614716,1.35E-09,3.765741479,0.003772736,1.556214664,2.920097835,0.082051383
0.846513712,0.08935462,3.83E-08,0.000330073,0.640201202,0.071827232,0.000297394,5.49E-07,0.429413514,1.76E-05,1.052723753,0.000265158,2.23E-07,5.352511578,0.114834269,7.09E-21,3.325709265,0.001845548,2.12816379,2.468963734,0.05948465
1.036942947,0.083994544,7.13E-10,0.000684804,0.665107718,0.006388642,7.54E-20,0.01405019,0.015648691,0.001159162,1.13867084,0.003904354,0.010808393,6.251101111,0.087541134,9.08E-11,3.864075084,6.15E-18,1.147597338,3.021523319,0.085451384
1.025585166,0.096165173,6.34E-10,0.001117815,0.656064289,6.55E-15,5.23E-13,0.000122086,0.040208385,0.002570833,1.240852146,0.086350324,1.22E-06,5.097438486,0.108864363,1.90E-05,3.794138562,3.03E-11,2.399679797,2.726050247,0.054321807
0.973586719,0.13419653,1.04E-13,0.00900516,0.58341322,6.17E-11,0.01695238,0.000127987,0.096588852,0.029191502,0.981765587,5.86E-06,2.83E-15,6.041815275,0.082037802,5.70E-19,4.848312939,5.43E-16,2.63092773,3.237294644,0.078149162
0.964444352,0.057104163,1.55E-11,0.012620765,0.662664168,1.30E-10,0.003796908,0.001836494,0.414708519,0.000514506,0.975050196,0.328163117,1.47E-13,5.782052781,0.124862139,7.33E-27,2.664731185,1.15E-13,1.301772361,2.350942697,0.065540537
0.894424521,0.103717319,1.71E-11,7.75E-05,0.575696125,1.05E-07,0.003006039,0.000182024,0.004242361,0.002386528,0.969392274,8.16E-07,0.001555465,6.028106906,0.08041917,2.71E-25,4.233189624,1.07E-11,2.389983946,3.531122029,0.069255974
1.080942093,0.092499145,2.38E-18,0.021118759,0.644355312,6.14E-11,0.004549814,0.000836687,0.00021862,0.005845855,1.075206076,1.93E-05,7.27E-11,6.92864288,0.082124915,6.00E-24,3.14486197,2.30E-31,1.257938419,2.896396262,0.068037952
0.841952735,0.096314833,3.09E-12,7.27E-05,0.582701764,1.25E-09,7.27E-05,1.06E-05,3.88E-06,0.004089001,0.992268479,3.58E-08,5.26E-10,5.225792237,0.118163359,1.08E-25,4.643955798,1.19E-07,2.54230523,3.004895804,0.072357585
0.967041144,0.067489435,3.96E-12,0.000483101,0.539847088,5.40E-10,0.063418991,2.59E-06,0.000656194,0.007208478,1.630513927,1.09E-08,1.40E-19,6.756220951,0.126137005,1.39E-09,2.96732251,4.57E-10,0.857898201,2.154942486,0.054865624
0.839528002,0.071654233,7.98E-09,0.000465975,0.886772359,3.17E-13,1.29E-10,2.03E-05,0.014426213,0.000779608,1.163522047,9.34E-05,1.38E-18,5.773052341,0.102656119,1.40E-10,3.172961552,5.73E-16,1.421083859,2.316955716,0.092819528
1.118297136,0.115805522,3.77E-10,0.004054757,0.446924494,3.70E-19,1.47E-10,0.000458627,0.087983587,0.011871634,0.820858332,0.000104782,6.27E-16,6.268051425,0.102137431,1.01E-08,4.101020578,8.27E-16,2.426025467,3.115417132,0.062384832
1.237779286,0.125596447,7.98E-12,0.002355731,0.497778867,1.05E-20,9.98E-06,0.002364489,0.046287631,0.016434166,1.015787173,4.07E-08,0.000294749,6.856157768,0.118900923,0.628898456,4.331688529,1.87E-13,1.708085545,2.914131087,0.070896225
0.814976679,0.092853428,9.10E-28,0.006069849,0.619230953,8.72E-16,5.39E-06,0.000440874,0.00454636,0.002091661,1.148235191,5.55E-05,0.000612588,6.326413748,0.111460838,6.31E-13,4.008939739,3.60E-06,2.560772308,2.899363365,0.031369585
0.826229336,0.096095383,4.94E-25,0.00604005,0.666144764,9.77E-29,2.90E-12,0.005250429,0.02849815,0.005432559,1.055656584,2.94E-05,0.002458601,6.532004173,0.114772115,2.57E-13,3.823111808,0.003633267,1.939958275,2.811243643,0.050013633
0.685370408,0.074174431,2.45E-31,0.004560066,0.641007554,5.76E-37,3.35E-09,0.004749938,0.009032523,0.009601546,1.219561421,1.94E-05,4.20E-07,5.984222549,0.122544916,4.52E-10,3.089829835,2.59E-06,2.568404638,3.058678102,0.09206917
0.960824561,0.098328048,0.09758124,0.00111351,0.679770665,1.42E-24,1.20E-08,0.000584059,0.041478479,0.002804128,0.999775071,3.72E-07,6.92E-08,7.24411785,0.107698479,4.63E-11,3.596140531,4.99E-13,1.990981598,2.656353298,0.052385855
0.937410217,0.093904956,2.99E-22,0.000391647,0.706466024,1.51E-24,3.63E-26,0.000160968,0.038038448,0.003119645,0.996011182,0.049749355,6.18E-15,5.844726882,0.097070524,0.630734179,3.266084553,0.008992371,1.522904987,3.168010037,0.08038334
1.098801724,0.092187037,1.11E-26,0.00107965,0.864642125,1.71E-11,1.77E-26,0.000549286,4.67E-07,0.013232963,1.135423862,0.000144868,4.57E-17,6.021351587,0.098815613,8.83E-12,3.643040655,0.040042934,2.497100457,3.232660511,0.030954809
1.038111607,0.083266782,2.20E-29,0.005688825,0.874962235,1.16E-10,1.05E-25,0.000610561,1.61E-07,0.006439943,1.257752536,5.18E-11,1.47E-16,6.277925712,0.09964174,7.43E-12,3.825549973,0.01365743,2.597387672,3.030774184,0.028921803
0.89818214,0.099483072,3.52E-37,0.003632092,0.471228641,4.38E-12,9.91E-16,0.005469215,0.064993743,0.010158142,0.738908412,2.14E-12,5.26E-14,5.651535987,0.107540563,1.42E-06,3.262957748,1.18E-14,1.331740982,2.707103633,0.128040598
0.817605317,0.06560035,1.13E-35,0.000177602,0.613723988,7.33E-16,3.52E-16,4.55E-05,0.010666859,0.00174785,1.04532408,9.14E-23,2.74E-17,5.669936764,0.125951141,8.30E-06,2.643236154,0.003612288,0.753061985,2.455594571,0.051768802
0.974949016,0.056269062,6.05E-29,9.13E-05,0.522932167,0.044522882,6.86E-15,4.70E-07,0.006849935,4.67E-05,1.007067602,3.51E-19,3.41E-11,6.529715353,0.146140045,5.82E-09,2.619042126,0.037914925,0.932079681,2.697187069,0.077384634
0.936262879,0.030474692,6.43E-10,9.97E-06,0.606644578,0.001534557,1.09E-17,2.15E-05,0.185484675,7.42E-06,0.870288645,1.16E-10,6.69E-09,7.928646086,0.125473694,0.029340512,4.077521003,2.01E-08,1.811080384,3.26946093,0.031106034
0.708347934,0.096832147,2.51E-09,0.000549772,0.660560231,0.000132312,1.88E-07,0.017256758,0.000571438,5.00E-06,0.966713864,0.427476144,8.86E-09,8.161666255,0.101565592,8.58E-10,3.505107717,5.61E-15,0.896384191,3.161060962,0.125280993
0.741642436,0.054319775,0.000173115,0.006484106,0.638791731,0.000871519,4.71E-19,5.76E-05,0.235445159,3.90E-05,1.23811205,6.12E-16,2.88E-09,8.128943964,0.128206769,8.39E-12,3.983696535,5.95E-15,1.930916107,3.661345363,0.110723979
1.158122232,0.114275185,1.95E-06,0.001189394,0.597967878,2.85E-16,0.251258291,0.02054091,0.003493398,5.26E-05,1.377207342,9.97E-23,7.43E-13,6.231077701,0.107495289,3.72E-07,3.955929486,1.31E-07,2.388045483,2.918164924,0.058565392
0.920563189,0.078118997,1.48E-08,0.00984247,0.664252218,0.180657298,4.20E-13,1.39E-06,0.000132589,0.006788582,0.966831533,2.59E-07,3.97E-09,6.219608689,0.113763562,2.88E-07,3.650569536,0.049147872,2.221800606,2.29536971,0.073254264
0.945379333,0.086968553,3.14E-06,0.00017878,0.51983866,4.98E-13,6.94E-08,7.45E-06,0.124221399,0.000359349,0.616042598,0.143263098,0.000157207,6.406156102,0.080344623,1.37E-05,3.257373854,0.018515122,1.894916954,2.948656343,0.086253905
0.924872488,0.071233301,0.002530514,0.00311465,0.497940291,1.32E-13,1.25E-20,1.81E-06,0.01502614,0.000207616,0.702232665,1.76E-07,0.000378115,6.749729184,0.085796546,2.15E-15,3.288263431,8.44E-05,1.874897919,3.607103362,0.02803613
1.007441777,0.104573555,0.0026039,0.000375514,0.870802118,0.000676604,2.43E-17,0.000512147,0.024603874,0.026419711,1.045201508,1.83E-20,0.000454183,6.515996044,0.133178142,3.18E-10,3.21142275,0.001006197,3.203642397,2.502559669,0.181322976
0.74017303,0.109589601,7.61E-13,0.000945842,0.868528304,0.000350506,1.72E-13,0.008515845,0.024225795,5.80E-06,1.192909046,5.53E-09,7.17E-08,6.682901983,0.096991839,1.58E-15,4.250628445,0.084231116,1.186942734,2.58962698,0.026881012
0.973130837,0.079007505,3.91E-29,0.00504633,0.86552292,2.00E-07,0.256098025,0.000236382,0.279476761,7.67E-10,0.894967693,9.11E-09,6.48E-06,5.241893246,0.130107497,1.42E-09,3.258033738,0.030788853,1.950893849,2.942687277,0.020964721
0.935275739,0.080594692,2.43E-40,0.001068515,0.71630402,0.000446378,1.09E-10,0.006022432,0.013030068,2.75E-10,0.829107784,2.68E-11,1.44E-05,5.282817838,0.110011468,0.004224139,2.983289085,0.071117548,1.753276572,2.888803091,0.030404271
0.76284216,0.112261673,4.52E-44,0.00426448,0.624517587,0.000966601,0.000586942,0.001164953,0.000577983,1.41E-07,0.998744057,1.85E-10,6.16E-12,5.695525533,0.078084838,1.24E-07,3.329554785,3.81E-32,0.864498093,2.179995184,0.148464533
0.82361538,0.120878955,1.56E-10,0.004031208,0.599564716,0.000338438,2.80E-13,1.06E-05,0.095822699,1.37E-06,1.490068375,3.33E-38,9.48E-09,6.599527113,0.080476366,9.43E-07,3.248153355,1.45E-12,4.076085495,3.164364067,0.012424269
0.712707155,0.100661996,0.000468348,0.000402619,0.726000219,2.98E-18,4.50E-06,8.12E-06,0.003637073,0.14286024,1.239333366,4.04E-16,3.87E-17,7.352058157,0.092650528,5.96E-05,3.23720104,0.000183411,3.006211755,2.825151338,0.040279603
0.939121023,0.131151762,1.42E-05,0.012048792,0.607159351,0.005224957,0.030798682,0.000308263,0.113511379,1.68E-05,0.925765344,4.14E-12,4.97E-16,5.438625425,0.10190723,3.35E-07,2.904878018,2.07E-14,2.782409569,2.474002467,0.078297163
0.994144854,0.076341533,1.60E-08,0.000535569,0.515394348,0.00568905,1.51E-05,1.37E-07,4.96E-06,0.001720806,0.830623178,1.17E-09,5.11E-16,7.445235085,0.109858423,3.87E-09,3.69783869,3.19E-11,2.137587486,2.689120535,0.119494993
0.754298873,0.083158977,1.30E-19,0.002358016,0.571375717,0.021004793,5.46E-10,1.65E-05,0.000506588,0.005925877,1.1461609,1.88E-07,1.07E-26,6.671933584,0.112513559,4.65E-14,3.711020919,2.84E-05,1.956869544,2.579671171,0.059053574
0.946601615,0.087409606,2.97E-05,3.44E-07,0.604718957,1.50E-12,0.000287777,8.14E-05,0.381325605,0.004159467,1.052402437,1.22E-13,8.19E-24,5.721044621,0.097725457,4.75E-09,3.317724755,2.85E-05,2.887112814,3.565835945,0.106788753
1.010221749,0.099010354,0.007209219,1.34E-07,0.538644134,1.54E-15,0.001634739,0.020218797,0.003976,0.005849129,1.004280015,1.17E-14,4.86E-30,5.415194204,0.098295117,1.29E-15,3.913282002,3.15E-06,2.646731435,2.844179378,0.119823173
0.889710702,0.110002621,4.31E-14,1.37E-06,0.501270274,2.42E-18,5.29E-06,0.000772382,0.007734604,0.023378727,0.99582562,2.71E-20,1.70E-24,4.694312327,0.081156512,3.50E-09,3.577294777,3.66E-08,2.140212356,3.07234827,0.078825294
1.024087373,0.079893515,8.34E-19,3.68E-06,0.75878249,1.83E-52,3.59E-16,0.002650982,0.204837018,9.23E-06,0.999793686,7.22E-20,1.21E-14,7.830772975,0.128547627,0.67393364,3.402622654,5.12E-10,1.618847138,2.501638628,0.088084815
